AccountNumber,AcctName,TotalAdoptionPercent,LicensedAdoptionPercent,AdoptionCategoryIndicator,LicensingCategoryIndicator
ACCT0033543,"Luby's, Inc.",66.666,128.571,5,2
ACCT0033556,United Energy Distribution Pty Ltd and Multinet Gas Distribution Partnership,37.037,100,4,1
ACCT0033558,Munksjo Oyj,29.629,72.727,3,2
ACCT0033561,Codalis SA,25.925,58.333,2,2
ACCT0033565,European Stability Mechanism,25.925,50,2,2
ACCT0033568,Daisy Brand,33.333,81.818,3,2
ACCT0033591,Five Star Quality Care,48.148,86.666,5,2
ACCT0033607,KPMG Ireland,33.333,64.285,3,2
ACCT0033613,Coca-Cola Company ?Çô IMCR,25.925,46.666,2,2
ACCT0033628,Johns Hopkins Healthcare LLC,29.629,53.333,3,2
ACCT0035706,Ricoh Europe Plc,7.407,16.666,1,2
ACCT0035717,MGF Sourcing Far East Ltd,29.629,114.285,3,1
ACCT0035723,Toyota Motor Corp,11.111,300,1,1
ACCT0035736,CarePoint Health System,14.814,36.363,2,2
ACCT0035749,Hidrovias Do Brasil SA,11.111,27.272,1,2
ACCT0035762,UMass Medical School,11.111,33.333,1,1
ACCT0035774,IBM Global Strategic Outsourcing Group,18.518,35.714,2,2
ACCT0035813,Logistics Management Institute,40.74,68.75,4,3
ACCT0035825,Johns Hopkins Bloomberg School of Public Health,29.629,53.333,3,2
ACCT0035835,Multi-Color Corporation,18.518,50,2,1
ACCT0035843,"Cognita Schools, Asia",18.518,71.428,2,1
ACCT0035850,Suffolk Bancorp,14.814,44.444,2,1
ACCT0035852,Qumu Corp,44.444,92.307,4,2
ACCT0035853,Resources for Human Development,33.333,128.571,3,1
ACCT0035871,BDR Thermea Group BV,25.925,77.777,2,1
ACCT0035880,iConectiv ?Çô NPAC,22.222,<Null>,2,4
ACCT0035882,PDT Partners LLC,11.111,33.333,1,1
ACCT0035924,NextGear Capital Inc,33.333,112.5,3,1
ACCT0035926,Office of Attorney General - Texas,44.444,80,4,2
ACCT0035932,Translink Systems BV,37.037,76.923,4,2
ACCT0035937,OrganizeIT- MSP,25.925,50,2,2
ACCT0035967,Virteva - Arbonne,25.925,50,2,2
ACCT0037147,Caperio AB,14.814,50,2,1
ACCT0037153,Bechtel Corporation-Reston,44.444,75,4,3
ACCT0037173,Perion Network LTD,44.444,133.333,4,1
ACCT0037179,Council Of Europe Development Bank,29.629,61.538,3,2
ACCT0037202,International Union For Conservation Of Nature And Natural Resources IUCN,22.222,66.666,2,1
ACCT0037210,Avant Credit Corporation,25.925,77.777,2,1
ACCT0037284,"VCE Company, LLC - Engineering",25.925,46.666,2,2
ACCT0037334,Trace Isys Ltd,14.814,44.444,2,1
ACCT0037343,Strack & Van Til Super Market Inc.,33.333,69.23,3,2
ACCT0037348,KPMG Canada,40.74,73.333,4,2
ACCT0037360,Fritz Industries Inc,29.629,61.538,3,2
ACCT0037394,"Queensland Department of Infrastructure, Local Government and Planning",55.555,93.75,5,3
ACCT0037417,Royal Bank of Scotland - Technology Services,51.851,82.352,5,3
ACCT0037472,Rossiya Airlines,37.037,90.909,4,2
ACCT0037475,RSUI Group Inc,22.222,54.545,2,2
ACCT0037482,Sunstar Suisse SA,22.222,46.153,2,2
ACCT0037483,Gavi Alliance,48.148,108.333,5,2
ACCT0037575,"Otsuka America Pharmaceutical, Inc. - Digital Medicine",25.925,50,2,2
ACCT0037586,Uniserver Internet BV,25.925,70,2,1
ACCT0037632,LMCO-MSS,18.518,55.555,2,1
ACCT0037659,Hitachi Solutions UK,33.333,81.818,3,2
ACCT0037714,Coles IT,44.444,600,4,1
ACCT0037727,University Of Texas At Tyler,48.148,144.444,5,1
ACCT0037731,EMC EMSD Labs,33.333,60,3,2
ACCT0037750,New Zealand Trade & Enterprise Ltd,14.814,<Null>,2,4
ACCT0037782,TNS Global,33.333,64.285,3,2
ACCT0037839,Blinds.com,37.037,66.666,4,2
ACCT0037932,"Rinchem Company, Inc.",22.222,50,2,2
ACCT0037964,Medivation Inc.,37.037,125,4,1
ACCT0037973,Hong Kong Baptist University,11.111,27.272,1,2
ACCT0038021,Siam City Cement PCL,37.037,90.909,4,2
ACCT0038043,Forca AS,29.629,88.888,3,1
ACCT0038084,"Welltok, Inc",11.111,33.333,1,1
ACCT0038098,Society Insurance,11.111,23.076,1,2
ACCT0038099,Exponential-E Ltd,40.74,91.666,4,2
ACCT0038161,CoverMore Insurance Services Pty Ltd,18.518,55.555,2,1
ACCT0038180,WorldPay UK Ltd,44.444,133.333,4,1
ACCT0038187,Barcode Warehouse Ltd,22.222,37.5,2,3
ACCT0038189,Avril,22.222,66.666,2,1
ACCT0038259,"Element Vehicle Management Services Group, LLC",66.666,138.461,5,2
ACCT0038262,Takeda Pharmaceuticals USA Inc,40.74,157.142,4,1
ACCT0038276,HCL - Entergy,44.444,80,4,2
ACCT0038292,ElectraNet Pty Ltd,18.518,35.714,2,2
ACCT0038301,Zebra AS,18.518,55.555,2,1
ACCT0038312,TPC Group Inc,25.925,77.777,2,1
ACCT0038336,Catholic Education Network,22.222,60,2,1
ACCT0038342,Ontario Pension Board,11.111,33.333,1,1
ACCT0038348,Scorpio Commercial Management,25.925,77.777,2,1
ACCT0038390,Sungard - Nortek,44.444,150,4,1
ACCT0038400,Dell DCS - Microsoft,44.444,109.09,4,2
ACCT0038410,Loews Hotels and Resorts,33.333,60,3,2
ACCT0038435,Infosys - Ricoh UK,11.111,<Null>,1,4
ACCT0038436,Robertshaw,33.333,128.571,3,1
ACCT0038440,NHS Education for Scotland,18.518,71.428,2,1
ACCT0038450,Cubic Transportation Systems Inc,48.148,100,5,2
ACCT0038451,IBM - Alberta Minister of Health,29.629,53.333,3,2
ACCT0038475,KPMG Intl LLP,11.111,21.428,1,2
ACCT0038524,Greater Bergen Community Action Inc,11.111,30,1,1
ACCT0038533,European Food Safety Authority,22.222,66.666,2,1
ACCT0038600,Jefferson Radiology PC,22.222,<Null>,2,4
ACCT0038634,AGIV,22.222,66.666,2,1
ACCT0038663,CAAGIS,11.111,<Null>,1,4
ACCT0038692,Mackenzie Health,18.518,71.428,2,1
ACCT0038709,McCarthy & Stone Developments Ltd,29.629,100,3,1
ACCT0038720,AdNovum Informatik AG,11.111,30,1,1
ACCT0038722,Svenska McDonald's,25.925,100,2,1
ACCT0038755,The London Clinic,40.74,137.5,4,1
ACCT0038757,AudioNova International BV,29.629,61.538,3,2
ACCT0038767,Credit Agricole CIB Global Banking,14.814,<Null>,2,4
ACCT0038816,LightStream Managed Services LLC,14.814,30.769,2,2
ACCT0038823,GBT Travel Services UK Ltd d/b/a American Express Global Business Travel,48.148,118.181,5,2
ACCT0038839,Tyler Junior College,11.111,23.076,1,2
ACCT0038847,Esp Global Services Ltd,29.629,80,3,1
ACCT0038859,Ikusi Micronet SA De CV,22.222,66.666,2,1
ACCT0038870,Procter and Gamble E-Commerce,29.629,88.888,3,1
ACCT0038903,Procter and Gamble - BPS,25.925,77.777,2,1
ACCT0038963,Bemido SA,40.74,157.142,4,1
ACCT0039459,T Rowe - ERM,22.222,37.5,2,3
ACCT0039480,Burckhardt Compression AG,29.629,61.538,3,2
ACCT0039482,Generali Infrastructure Services S.c.a.r.l. Zweigniederlassung Deutschland i.G,55.555,136.363,5,2
ACCT0039515,Credit Agricole Consumer Finance,7.407,<Null>,1,4
ACCT0039537,Clarient Global LLC,25.925,100,2,1
ACCT0039591,Nowcom Corp,18.518,38.461,2,2
ACCT0039597,Corgan Associates Inc,44.444,80,4,2
ACCT0039620,Fidelity Information Services (Thailand) Co Ltd,25.925,53.846,2,2
ACCT0039628,Valley View Hospital,11.111,27.272,1,2
ACCT0039634,HCL - Outokumpu,33.333,128.571,3,1
ACCT0039651,University of Southern California-ITS,33.333,128.571,3,1
ACCT0039692,HCL - SC Johnson,<Null>,<Null>,4,2
ACCT0039726,INSEARCH Ltd,25.925,70,2,1
ACCT0039727,University Hospitals Authority and Trust,18.518,62.5,2,1
ACCT0039729,HCL - Adecco,37.037,66.666,4,2
ACCT0039731,Siemens Healthcare GmbH,18.518,<Null>,2,4
ACCT0039734,OpusCapita Group Oy,70.37,118.75,5,3
ACCT0039749,Febraban,11.111,42.857,1,1
ACCT0039754,Hubo Belgie NV,7.407,15.384,1,2
ACCT0039756,HCL - Anglo American,40.74,78.571,4,2
ACCT0039766,HCL - Freescale,62.962,121.428,5,2
ACCT0039769,HCL (Multi Tenant),33.333,<Null>,3,4
ACCT0039771,HCL - Nokia,48.148,144.444,5,1
ACCT0039775,HCL - UPM,44.444,<Null>,4,4
ACCT0039816,Phoenix Data Center Hosting Services PDCHS,40.74,73.333,4,2
ACCT0039833,ICON Aircraft Inc.,18.518,50,2,1
ACCT0039882,KPMG France,29.629,53.333,3,2
ACCT0039894,Alabama Department of Human Resources,29.629,114.285,3,1
ACCT0039895,North Texas Tollway Authority,11.111,33.333,1,1
ACCT0039925,Qatar Foundation- R & D Operations,18.518,45.454,2,2
ACCT0039926,CCB Management Services GmbH,33.333,60,3,2
ACCT0039934,Citadel LLC (CTEC),18.518,71.428,2,1
ACCT0039980,Endeavour Foundation,37.037,66.666,4,2
ACCT0040009,Acora Ltd,44.444,109.09,4,2
ACCT0040147,The Science Museum Group,40.74,84.615,4,2
ACCT0040154,PT Teltranet Aplikasi Solusi,48.148,92.857,5,2
ACCT0040165,MSC Cruises SA,29.629,72.727,3,2
ACCT0040176,Capgemini Technology Services ?Çô ITICS,<Null>,<Null>,4,4
ACCT0040177,Capgemini Technology Services ?Çô AppsFrance,<Null>,<Null>,4,2
ACCT0040178,Capgemini Technology Services ?Çô AppsOne,<Null>,<Null>,4,2
ACCT0040210,HCL - Arcelor Mittal,29.629,114.285,3,1
ACCT0040211,Le Creuset SL,29.629,<Null>,3,4
ACCT0040236,"State of Alabama, Department of Finance, STAARS",25.925,100,2,1
ACCT0040262,ValueLabs Global Solutions Pte Ltd,22.222,66.666,2,1
ACCT0040266,Willett Advisors LLC,11.111,42.857,1,1
ACCT0040274,Sportium Apuestas Deportivas SA,14.814,<Null>,2,4
ACCT0040308,Tech Mahindra - Ahlstrom Corporation,48.148,144.444,5,1
ACCT0040332,HCL - OCD,<Null>,<Null>,4,4
ACCT0040341,Amaury Services,29.629,57.142,3,2
ACCT0040354,Blue Central Pty Ltd,18.518,38.461,2,2
ACCT0040377,Everlight Radiology Ltd (formerly Imaging Partners Online),11.111,21.428,1,2
ACCT0040380,Chemical Bank and Trust Co,22.222,66.666,2,1
ACCT0040418,Orange Applications for Business - Pole Emploi,33.333,81.818,3,2
ACCT0040423,Suez Environnement,14.814,44.444,2,1
ACCT0040426,South32,59.259,100,5,3
ACCT0040469,The Boston Consulting Group- IT,40.74,73.333,4,2
ACCT0040532,Midlothian Council,14.814,44.444,2,1
ACCT0040560,PT Pelabuhan Indonesia III (Persero),25.925,53.846,2,2
ACCT0040561,VeriFone Inc,22.222,85.714,2,1
ACCT0040593,Amos of America LLC,18.518,71.428,2,1
ACCT0040609,Tesco Lotus,18.518,71.428,2,1
ACCT0040611,Dodge Data & Analytics,29.629,114.285,3,1
ACCT0040622,IBM - Con-Way Freight Inc,33.333,60,3,2
ACCT0040629,IBM - InterContinental Hotel Group,<Null>,<Null>,4,2
ACCT0040631,Inergex - Veyance,<Null>,<Null>,4,3
ACCT0040687,Technae,37.037,142.857,4,1
ACCT0040690,Burleigh Point Ltd,18.518,45.454,2,2
ACCT0040710,Fujitsu - Eurocontrol,29.629,100,3,1
ACCT0045356,Henry Mayo Newhall Memorial Hospital,11.111,33.333,1,1
ACCT0048683,Cognizant - NVIDIA,37.037,142.857,4,1
ACCT0048684,Cognizant - Mylan,37.037,111.111,4,1
ACCT0048690,Masco Contractor Services,18.518,33.333,2,2
ACCT0048703,HCL - EFH,51.851,100,5,2
ACCT0048705,HCL - Worley Parsons,29.629,114.285,3,1
ACCT0048706,HCL - Cox,29.629,57.142,3,2
ACCT0048707,HCL - Anthem,37.037,125,4,1
ACCT0048708,HCL - Rockwell,44.444,171.428,4,1
ACCT0048726,NSW Telco Authority,14.814,44.444,2,1
ACCT0048736,SiteOne Landscape Supply LLC,33.333,<Null>,3,4
ACCT0048762,Cygate AB,37.037,90.909,4,2
ACCT0048784,Vivint Solar Inc,37.037,111.111,4,1
ACCT0048820,Ikano SA,18.518,71.428,2,1
ACCT0048835,Xome Holdings LLC,18.518,50,2,1
ACCT0051572,Aberdeen City Council,11.111,23.076,1,2
ACCT0051663,TVH Group NV,11.111,<Null>,1,4
ACCT0052588,Sogeti USA LLC,22.222,<Null>,2,4
ACCT0053016,Arlington Independent School District,7.407,<Null>,1,4
ACCT0053704,Chobani LLC,22.222,66.666,2,1
ACCT0054629,DSC Logistics Inc,29.629,80,3,1
ACCT0054828,Fortis Management Group LLC,22.222,85.714,2,1
ACCT0055457,Horizon North Logistics Inc,18.518,35.714,2,2
ACCT0056468,Mountain America Federal Credit Union,18.518,55.555,2,1
ACCT0056712,Ocwen Financial Corp,33.333,100,3,1
ACCT0056921,Performance Contractors Inc,11.111,<Null>,1,4
ACCT0057701,Sonesta International Hotels Corporation,51.851,93.333,5,2
ACCT0057745,Southwest Business Corp,29.629,114.285,3,1
ACCT0058669,Wachter Technology Solutions Inc,18.518,50,2,1
ACCT0059075,Costco Travel,<Null>,<Null>,4,2
ACCT0059222,Anchor Computer Systems Ltd,48.148,100,5,2
ACCT0059273,HCL - AARP,29.629,114.285,3,1
ACCT0059290,Symphony Housing Group Ltd,33.333,69.23,3,2
ACCT0059299,Registers of Scotland,44.444,133.333,4,1
ACCT0059340,TX Australia Pty Ltd,22.222,40,2,2
ACCT0059363,Premier League,40.74,100,4,2
ACCT0059388,BlueBird Bio Inc,14.814,44.444,2,1
ACCT0059399,Bluetooth SIG Inc,22.222,66.666,2,1
ACCT0059400,Eduserv,29.629,88.888,3,1
ACCT0059426,Sanofi Groupe,25.925,100,2,1
ACCT0059427,Camelot Global Services Limited,37.037,76.923,4,2
ACCT0059448,Unisys - Whole Foods,18.518,71.428,2,1
ACCT0059502,Euro Car Parts Ltd,14.814,36.363,2,2
ACCT0059505,China Construction Bank UK,22.222,40,2,2
ACCT0059531,Proservia_OECD,29.629,<Null>,3,4
ACCT0059567,ING Group NV (subsidiary),37.037,55.555,4,3
ACCT0059613,SEI IT Operations,11.111,20,1,2
ACCT0059680,Marie Curie Cancer Care,14.814,44.444,2,1
ACCT0059957,Wood Mackenzie Group Ltd,18.518,35.714,2,2
ACCT0060113,Dr Martens Airwair & Co Ltd,11.111,<Null>,1,4
ACCT0060241,Save The Children Fund,33.333,100,3,1
ACCT0064053,NYC Department of Homeless Services,7.407,28.571,1,1
ACCT0064091,Cisco AMP,18.518,41.666,2,2
ACCT0064095,Alliance Health,18.518,50,2,1
ACCT0064113,snacc-it GmbH,11.111,21.428,1,2
ACCT0064143,IMI Mobile,29.629,88.888,3,1
ACCT0064172,Queensland Treasury,37.037,100,4,1
ACCT0064173,Zenefits,14.814,44.444,2,1
ACCT0064248,Dunnhumby Ltd,59.259,145.454,5,2
ACCT0064282,Blue Software LLC,25.925,77.777,2,1
ACCT0064317,Sofigate Services Oy (Valtori Oy),11.111,33.333,1,1
ACCT0064338,Avanir Pharmaceuticals Inc,18.518,38.461,2,2
ACCT0064409,Upper Peninsula Power Company (UPPCO),11.111,17.647,1,3
ACCT0064419,Paul Scherrer Institut,22.222,66.666,2,1
ACCT0064424,AppleGreen Plc,22.222,66.666,2,1
ACCT0064429,Trondheim Kommune,22.222,60,2,1
ACCT0064448,Intercept Pharmaceuticals Inc,11.111,30,1,1
ACCT0064512,Driver Vehicle Standards Agency,33.333,<Null>,3,4
ACCT0064534,PayPal Inc,51.851,100,5,2
ACCT0064536,Stratose LLC,14.814,<Null>,2,4
ACCT0064589,Toshiba I S Corporation,18.518,55.555,2,1
ACCT0064600,Carl Zeiss SMT GmbH,22.222,46.153,2,2
ACCT0064618,Infosys - Qinterra,29.629,114.285,3,1
ACCT0064647,ING Commercial Banking,44.444,75,4,3
ACCT0064654,Aster Group Ltd,11.111,33.333,1,1
ACCT0064676,Khan Bank Corp,29.629,88.888,3,1
ACCT0064677,Benesse InfoShell Co Ltd,29.629,47.058,3,3
ACCT0064710,Elsevier Inc,11.111,21.428,1,2
ACCT0064731,Nielsen & Nielsen Holding AS,22.222,60,2,1
ACCT0064743,Queensland Corporate Administration Agency,22.222,66.666,2,1
ACCT0064753,InterSystems Corp,14.814,30.769,2,2
ACCT0064769,Queensland Health - Clinical Information Systems Support Unit,11.111,23.076,1,2
ACCT0064780,Medicines And Healthcare Products Regulatory Agency MHRA,44.444,120,4,1
ACCT0064813,Rogers Communications Canada Inc.,33.333,128.571,3,1
ACCT0064819,Indivior Inc,33.333,100,3,1
ACCT0064825,Corte Dei Conti,40.74,122.222,4,1
ACCT0064846,IBM - Air Canada,22.222,66.666,2,1
ACCT0064851,KPN Corporate Market - Nederlandse Spoorwegen,33.333,60,3,2
ACCT0064867,Wellnext LLC,18.518,38.461,2,2
ACCT0064915,Ikano Bank AB,44.444,109.09,4,2
ACCT0064986,Plessey South Africa Pty Ltd,11.111,23.076,1,2
ACCT0065022,Mercator Solutions FZE,29.629,88.888,3,1
ACCT0065028,Cisco Cloud Services,22.222,85.714,2,1
ACCT0065075,Enablis Pty Ltd,22.222,42.857,2,2
ACCT0065088,Lumesse Ltd,55.555,78.947,5,3
ACCT0065103,Sator Central Services BV,25.925,58.333,2,2
ACCT0065112,Michigan First Credit Union,33.333,90,3,1
ACCT0065113,Enovos International SA,29.629,88.888,3,1
ACCT0065123,Bilgeadam,37.037,111.111,4,1
ACCT0065126,Blizzard Entertainment US,11.111,20,1,2
ACCT0065127,Allianz Asset Management of America LP,22.222,66.666,2,1
ACCT0065212,Cognizant - Stewart Title,51.851,93.333,5,2
ACCT0065254,Advent Intl Corp UK,25.925,77.777,2,1
ACCT0065285,Metlife Emeklilik ve Hayat AS,59.259,123.076,5,2
ACCT0065392,Microsoft (ES Labs),11.111,37.5,1,1
ACCT0065412,The Rubicon Project Inc,37.037,111.111,4,1
ACCT0065457,Laureate Education Services Australia Pty Ltd,14.814,40,2,1
ACCT0065539,Aryzta LLC,25.925,70,2,1
ACCT0065544,PWC Ireland,29.629,72.727,3,2
ACCT0065573,New York City Teachers Retirement Services,37.037,<Null>,4,4
ACCT0065581,IBM - Continuous Availability Services,29.629,57.142,3,2
ACCT0065614,State of Maryland - Courts (CenterTEK Solutions),37.037,111.111,4,1
ACCT0065616,Union Street Technologies Ltd,44.444,92.307,4,2
ACCT0065664,Delivery Hero Holding GmbH,<Null>,<Null>,4,4
ACCT0065670,Cubic Corporation,33.333,81.818,3,2
ACCT0065688,TEKsystems - Morgan,37.037,90.909,4,2
ACCT0065697,Siemens AG Mobility,22.222,85.714,2,1
ACCT0065698,Red Lobster,33.333,100,3,1
ACCT0065710,Common Securitization Solutions,44.444,85.714,4,2
ACCT0065730,Bulletproof Networks Pty Ltd,18.518,50,2,1
ACCT0065739,Remote DBA Experts LLC RDX,29.629,88.888,3,1
ACCT0065828,Infosys - House of Fraser,22.222,75,2,1
ACCT0065841,Cloudreach Europe Ltd,22.222,66.666,2,1
ACCT0065877,oOh!Media Group Pty Ltd,33.333,90,3,1
ACCT0065911,Sony Interactive Entertainment Inc.,3.703,10,1,1
ACCT0065931,AXA Technology SAS_Silva,44.444,150,4,1
ACCT0065953,Fujitsu - Smals,22.222,66.666,2,1
ACCT0066101,Peabody,14.814,44.444,2,1
ACCT0066147,Elektrizit?ñts- Und Wasserwerk Der Stadt Buchs,18.518,55.555,2,1
ACCT0066199,SprintQuip Pty Ltd,29.629,80,3,1
ACCT0066211,ANI Technologies Pvt Ltd,18.518,55.555,2,1
ACCT0066232,Queensland Health - eHealth,51.851,127.272,5,2
ACCT0066272,Sofigate Services Oy (LapIT Oy),33.333,90,3,1
ACCT0066292,Linium - Cambridge,18.518,55.555,2,1
ACCT0066310,Element Materials Technology,25.925,77.777,2,1
ACCT0066396,Accenture MSP - AstraZeneca,22.222,66.666,2,1
ACCT0066408,Exact Sciences Corp,18.518,55.555,2,1
ACCT0066428,Santander Holdings USA Inc,18.518,35.714,2,2
ACCT0066452,Ultragenyx Pharmaceutical Inc,18.518,55.555,2,1
ACCT0066480,Hitachi Rail Europe Ltd,22.222,66.666,2,1
ACCT0066493,The Salvation Army Of Canada,11.111,21.428,1,2
ACCT0066494,Saint-Gobain Emballage,29.629,53.333,3,2
ACCT0066500,Divider BV,18.518,35.714,2,2
ACCT0066508,84.51?? LLC,66.666,112.5,5,3
ACCT0066545,IBM - Dow Chemical,33.333,56.25,3,3
ACCT0066599,The Royal Society Of Chemistry,29.629,88.888,3,1
ACCT0066615,3 Step IT Oy,22.222,66.666,2,1
ACCT0066637,Gift Of Hope Organ & Tissue Donor Network,11.111,20,1,2
ACCT0066645,ATM SA,7.407,22.222,1,1
ACCT0066666,Midwich Ltd,29.629,80,3,1
ACCT0066708,Koch Minerals LLC,11.111,30,1,1
ACCT0066751,John Holland Group Pty Ltd,48.148,130,5,1
ACCT0066759,Transport For NSW,14.814,40,2,1
ACCT0066818,Information Services Intl - Dentsu Ltd,11.111,<Null>,1,4
ACCT0066838,Connexity Inc,14.814,44.444,2,1
ACCT0066852,IESE Business School - University Of Navarra,11.111,23.076,1,2
ACCT0066896,DP World Australia Ltd,25.925,70,2,1
ACCT0066915,Energie Data Services Nederland BV EDSN,25.925,50,2,2
ACCT0066953,Premise Health Holding Group,11.111,21.428,1,2
ACCT0066968,Vivat Verzekeringen,7.407,22.222,1,1
ACCT0067003,Ilmarinen Mutual Pension Insurance Co,11.111,30,1,1
ACCT0067092,Asics Corp,25.925,77.777,2,1
ACCT0067158,McDonald's Company Japan Ltd,22.222,66.666,2,1
ACCT0067219,ICC Sydney Pty Ltd,14.814,44.444,2,1
ACCT0067228,Institute Of Nuclear Power Operations,25.925,43.75,2,3
ACCT0067235,PCM - United Health One,40.74,84.615,4,2
ACCT0067285,Infosys - NewMont,37.037,100,4,1
ACCT0067315,MFX Division Of QuessCorp Holdings Pte Ltd,25.925,77.777,2,1
ACCT0067323,Minter Ellison Rudd Watts,40.74,78.571,4,2
ACCT0067324,Ventia Pty Ltd,25.925,53.846,2,2
ACCT0067354,Orange Business Services India Technology Pvt Ltd,29.629,61.538,3,2
ACCT0067390,HCL - Alstom Transport SA,33.333,128.571,3,1
ACCT0067443,Meggitt Plc UK,14.814,44.444,2,1
ACCT0067489,Genworth Life Insurance,11.111,37.5,1,1
ACCT0067519,Kinetic IT - Department for Child Protection and Family Support,29.629,80,3,1
ACCT0067547,Infosys - Fossil,48.148,162.5,5,1
ACCT0067599,Aquamina Mexico S De RL De CV,11.111,<Null>,1,4
ACCT0067633,Caterpillar Financial Shared Services,18.518,55.555,2,1
ACCT0067640,Marcatel Com SA De CV,18.518,55.555,2,1
ACCT0067644,Solothurner Spitaler AG,22.222,46.153,2,2
ACCT0067659,Brookfield Multiplex Construction Europe Ltd,37.037,111.111,4,1
ACCT0067672,Credit Agricole Assurances,<Null>,<Null>,4,4
ACCT0067688,Ingevity Corp,11.111,33.333,1,1
ACCT0067711,Professional Asset Management Systems SA De CV,44.444,133.333,4,1
ACCT0067720,ISB Bilisim Teknolojileri AS,22.222,66.666,2,1
ACCT0067787,Societe Generale France - S2E,18.518,50,2,1
ACCT0067814,HauteLook Inc,11.111,<Null>,1,4
ACCT0067866,Infosys - Kelloggs,44.444,133.333,4,1
ACCT0067998,Capita Healthcare Decisions,33.333,100,3,1
ACCT0068007,United Health Group,37.037,47.619,4,3
ACCT0068041,Tata Consultancy Services - Atlas Copco,25.925,77.777,2,1
ACCT0068045,Diebold South Africa Pty Ltd,25.925,77.777,2,1
ACCT0068047,Jacobs Douwe Egberts BV,22.222,60,2,1
ACCT0068062,Aligned Energy,7.407,22.222,1,1
ACCT0068073,Elements Financial,11.111,21.428,1,2
ACCT0068081,Human Longevity Inc,18.518,50,2,1
ACCT0068221,HCL - Leidos,33.333,100,3,1
ACCT0068250,Progressive Leasing LLC,3.703,10,1,1
ACCT0068300,Applus Technologies RTD,11.111,30,1,1
ACCT0068342,Cognizant - Bard,33.333,56.25,3,3
ACCT0068371,Australian Red Cross,11.111,30,1,1
ACCT0068455,Orion Engineered Carbons GmbH,22.222,66.666,2,1
ACCT0068457,Cognizant - OneAmerica,48.148,86.666,5,2
ACCT0068472,Infosys - ICA,22.222,85.714,2,1
ACCT0068500,HCL - Estee Lauder,51.851,155.555,5,1
ACCT0068505,Finance Of America Holdings LLC,29.629,88.888,3,1
ACCT0068548,Baxalta US Inc,11.111,21.428,1,2
ACCT0068645,Tech Mahindra Automation,18.518,50,2,1
ACCT0068784,Dimension Data Austria GmbH,11.111,33.333,1,1
ACCT0068812,Fujitsu Services Ltd (TFSNOW EMEA),33.333,100,3,1
ACCT0068856,Fujitsu Services Ltd (Internal System (ITG)),25.925,77.777,2,1
ACCT0068874,Fujitsu Services Ltd (TFSNOW US),25.925,77.777,2,1
ACCT0068887,Nifco America Corp,3.703,7.692,1,2
ACCT0068946,Victorinox AG,18.518,55.555,2,1
ACCT0068949,Menzies Distribution Ltd,25.925,77.777,2,1
ACCT0068955,Grupo Indukern SL,11.111,33.333,1,1
ACCT0069069,Philip Morris Sales And Marketing Ltd,25.925,46.666,2,2
ACCT0069133,Saint Gobain DSI Groupe - Finance /HR/Facilities,7.407,22.222,1,1
ACCT0069163,Cognizant - Washington Gas,51.851,87.5,5,3
ACCT0069269,Data3 Ltd - Deakin,18.518,55.555,2,1
ACCT0069309,Aero Grupo Boticario,22.222,60,2,1
ACCT0069420,TEKsystems - Radian Group,25.925,77.777,2,1
ACCT0069490,Retail Properties Of America Inc RPAI,14.814,40,2,1
ACCT0069589,Air Medical Group Holdings Inc,14.814,44.444,2,1
ACCT0069664,Prudential Retirement,25.925,43.75,2,3
ACCT0069668,Davide Campari Milano SpA,25.925,77.777,2,1
ACCT0069675,Queensland Health - Sunshine Coast Hospital And Health Service,11.111,33.333,1,1
ACCT0069864,The Heritage Group Inc,7.407,22.222,1,1
ACCT0069870,Cognizant - Cengage,37.037,66.666,4,2
ACCT0070307,Tata Consultancy Services - Rank,29.629,80,3,1
ACCT0070385,International Information Systems Security Certification Consortium Inc,3.703,100,1,1
ACCT0070511,Maersk Supply Service AS,40.74,122.222,4,1
ACCT0070584,Orange Cyberdefense Belgium,40.74,73.333,4,2
ACCT0070600,Orange Cyberdefense France,37.037,66.666,4,2
ACCT0070701,Veritas,66.666,225,5,1
ACCT0070740,AT&T Mobility,18.518,55.555,2,1
ACCT0070752,NYS Office Of The Attorney General,11.111,33.333,1,1
ACCT0070754,Infosys - Tate & Lyle,29.629,100,3,1
ACCT0070970,"NTT Com Managed Services, S.A.U.",11.111,33.333,1,1
ACCT0071067,eSett Oy,22.222,67,2,1
ACCT0071108,Proservia_DSI,14.814,26.666,2,2
ACCT0071130,Grupo LTM,25.925,77.777,2,1
ACCT0071328,WaterNSW,18.518,50,2,1
ACCT0071463,T-Systems Hungary - GRNET,11.111,27.272,1,2
ACCT0071576,ProLogic ITS LLC,11.111,33.333,1,1
ACCT0071626,Hexagon Safety & Infrastructure,25.925,46.666,2,2
ACCT0071635,Amicus PLC,14.814,26.666,2,2
ACCT0071725,Leisure & Resorts World Corp,11.111,33.333,1,1
ACCT0071761,Universitat De Girona,7.407,<Null>,1,4
ACCT0071764,Merivale Pty Ltd,11.111,30,1,1
ACCT0071809,Queensland Health - Cairns And Hinterland Hospital & Health Services,7.407,22.222,1,1
ACCT0071832,CapGemini - Australian Taxation Office,14.814,36.363,2,2
ACCT0071941,GDF Suez Group BEE,3.703,6.666,1,2
ACCT0072086,Multiplus SA,11.111,33.333,1,1
