AccountNumber,AcctName,CustomerAgeCategoryIndicator,AcctPaymentStatusIndicator,RepChangesinLast12Months_SUM,NumberOfProductionInstances_SUM,OptyWonLast12Months_Percent_SUM
ACCT0025799,Lombardia Gestione SRL,1,2,2,1,75
ACCT0025802,Tally Weijl Trading AG,2,2,3,1,0
ACCT0025812,Catawba Valley Medical Center Inc,2,2,2,1,66.66
ACCT0025817,Wal-Mart Brasil,2,2,2,1,42.85
ACCT0025819,Yodel Delivery Network Ltd,1,2,3,1,100
ACCT0025836,ELS Gestion (Editions Lefebvre Sarrut),2,2,4,1,60
ACCT0025874,Dallas Area Rapid Transit,1,2,3,1,50
ACCT0025886,NCC AB,2,2,1,1,66.66
ACCT0025887,"AbbVie, Inc.",2,2,2,1,87.5
ACCT0025903,Br??drene Dahl AS,2,2,2,1,66.66
ACCT0025911,IGS Energy Inc,2,2,5,1,100
ACCT0025913,Highway To Health Worldwide,1,2,3,1,50
ACCT0025921,Chanel Hong Kong - APAC,2,2,3,1,33.33
ACCT0025929,IFS World Operations AB,2,2,1,1,100
ACCT0025941,Downer Group,2,2,1,2,83.33
ACCT0025942,Intersect Australia Ltd,2,2,2,1,0
ACCT0025949,Tricentis Technology & Consulting GmbH,2,2,2,1,80
ACCT0025961,EMC Rubicon,2,2,2,1,100
ACCT0025962,Imperium - Robinson And Co,2,2,2,1,66.66
ACCT0025972,ForeScout Technologies Inc,2,2,2,1,50
ACCT0025999,Education Bureau,1,2,2,1,100
ACCT0026011,HealthStream Inc,1,2,2,1,100
ACCT0026021,High Speed Two Ltd HS2,2,2,2,1,50
ACCT0026027,ChenMed LLC,1,2,2,1,100
ACCT0026033,Avago Technologies International Sales Pte Limited,2,2,2,2,71.42
ACCT0026035,Optus On Prem,2,2,2,<Null>,42.85
ACCT0026049,Service IT Direct,2,2,1,1,50
ACCT0026054,University of California Berkeley - Campus Shared Services,2,2,3,1,100
ACCT0026066,TH Real Estate,2,2,2,1,100
ACCT0026076,State of Ohio Department of Transportation,2,2,2,1,100
ACCT0026078,Coca-Cola Company - CONA,2,2,1,1,100
ACCT0026088,Wynn Design And Development,2,2,3,1,0
ACCT0026092,Viseca Card Service SA,2,2,1,1,42.85
ACCT0026093,Fincantieri Spa,1,2,1,1,100
ACCT0026095,Forcht Group,1,2,5,1,100
ACCT0026099,Pure Storage Inc,2,2,2,1,100
ACCT0026102,PT Garuda Indonesia (Persero) Tbk.,2,2,3,1,0
ACCT0026110,Japan Post Co Ltd,2,2,4,1,<Null>
ACCT0026123,A2A SpA,1,2,2,1,100
ACCT0026131,DTZ,2,2,2,1,<Null>
ACCT0026147,Cancer Institute NSW,2,2,1,1,66.66
ACCT0026148,Grupo Estratec SA De CV,1,2,3,1,100
ACCT0026203,HCL - Leidos Inc HR,1,2,4,1,50
ACCT0026230,City Of Windsor,2,2,4,1,100
ACCT0026231,Franklin County,1,2,3,1,33.33
ACCT0026245,Securitas GmbH,2,2,2,1,33.33
ACCT0026320,QD Sverige AB,2,2,2,1,100
ACCT0026332,Bulgari SpA,1,2,1,1,100
ACCT0026338,North West Redwater Partnership,2,2,1,1,100
ACCT0026344,MIT Sloan School of Management,2,2,1,1,100
ACCT0026351,City of Minneapolis,2,2,1,1,85.71
ACCT0026353,Red Book Connect LLC,2,2,5,1,100
ACCT0026366,Netixia,2,2,2,1,100
ACCT0026378,Risk Management Solutions Inc (RMS),2,1,1,1,100
ACCT0026379,Ryman Group,2,2,1,<Null>,0
ACCT0026380,One Housing Group Ltd,2,2,1,1,100
ACCT0026385,Snow Software AB,2,2,1,1,100
ACCT0026402,Incyte Corporation,2,2,1,1,80
ACCT0026408,Six Degrees Group,2,2,3,1,100
ACCT0026412,Comcast Ecommerce,2,2,1,1,40
ACCT0026415,Pontis Ltd,2,2,1,1,100
ACCT0026423,Toyota Canada Inc.,2,2,4,1,0
ACCT0026425,Dell MSP - Crossmark Inc.,2,2,2,<Null>,20
ACCT0026426,Wellington Institute Of Technology (WelTec - W2 Shared Services),2,2,2,1,0
ACCT0026438,Tieto Sweden AB,2,2,1,<Null>,40
ACCT0026449,Condeco Limited,2,2,1,1,100
ACCT0026460,Cisel Informatique,2,2,2,1,0
ACCT0026461,TOMS Shoes Inc,2,2,1,1,<Null>
ACCT0026474,National Institute Of Education,1,2,2,1,100
ACCT0026477,Carfax Inc,2,2,3,1,57.14
ACCT0026483,BDNA Corporation,2,2,2,1,80
ACCT0026485,VMWare - MBU SaaS,2,2,1,1,100
ACCT0026504,DIIG UK Ltd,2,2,2,1,100
ACCT0026523,QualTek Services,2,1,1,1,<Null>
ACCT0026527,Regional Transportation District,2,2,2,1,75
ACCT0026531,TAL Life,1,2,2,1,71.42
ACCT0026545,Harris Associates LP,2,2,1,1,60
ACCT0026567,Comm-Works,2,1,3,<Null>,40
ACCT0026573,Qiagen GmbH,2,2,2,1,40
ACCT0026613,Wilton RE,2,2,1,1,0
ACCT0026620,Fandango Inc,1,2,2,1,100
ACCT0026626,The Bank of Tokyo-Mitsubishi UFJ Ltd,2,2,1,1,0
ACCT0026629,GRDF,1,2,1,1,80
ACCT0026631,Tarmac Services Ltd,1,2,3,1,100
ACCT0026637,Orifarm Group AS,2,2,1,1,<Null>
ACCT0026643,RAZER (ASIA-PACIFIC) PTE. LTD,2,2,2,1,100
ACCT0026653,Kewill Limited,2,2,2,1,<Null>
ACCT0026659,Telstra (Queensland Government Wireless Network),2,2,2,<Null>,50
ACCT0026663,The Marketing Store,2,2,2,1,0
ACCT0026664,Millennium Health LLC,2,2,2,1,<Null>
ACCT0026668,Instru optiikka Oy,2,2,1,1,71.42
ACCT0026726,Study Group Pty Ltd,1,2,2,1,100
ACCT0026727,Helloworld Ltd,1,2,1,1,33.33
ACCT0026735,Aconex,2,2,3,2,83.33
ACCT0026772,Safeguards G4S Sdn Bhd,<Null>,2,3,1,25
ACCT0026774,Health Education England,2,2,1,1,33.33
ACCT0026799,TAFE Information Service,2,2,1,1,66.66
ACCT0026810,St Charles County Government,2,2,3,1,33.33
ACCT0026812,The Chinese University Of Hong Kong,1,2,1,1,100
ACCT0026827,Mutual & Federal,2,2,1,1,25
ACCT0026846,Nissan International SA,2,2,3,1,50
ACCT0026889,Orbotech Ltd,2,2,1,1,<Null>
ACCT0026897,Nike - Digital,2,2,1,1,100
ACCT0026902,Linear Asset Management Ltd,2,2,2,1,<Null>
ACCT0026935,Orora Packaging Australia,2,2,1,1,50
ACCT0026936,Commonwealth of PA - Labor and Industry Agency,2,2,1,1,80
ACCT0026938,CLEAResult Consulting Inc,2,2,1,1,75
ACCT0026942,Snam SpA (Snam Rete Gas),1,2,1,1,50
ACCT0026974,Banco Toyota Do Brasil SA,2,2,3,1,0
ACCT0027003,Ortivus UK Ltd,2,2,2,1,<Null>
ACCT0027014,Insurance Australia Group Ltd,1,2,3,1,100
ACCT0027016,Fingrid Oyj,2,2,1,1,100
ACCT0027079,McGraw-Hill Global Education Holdings LLC,<Null>,2,1,1,100
ACCT0027080,PCTI Solutions Ltd,2,2,2,1,100
ACCT0027081,Government Employees Health Association Inc GEHA,1,2,3,1,100
ACCT0027128,Fast Retailing Co Ltd,1,2,1,1,83.33
ACCT0027171,TridentUSA Health Services LLC,1,2,2,1,100
ACCT0027189,IT One Co Ltd,1,2,2,1,100
ACCT0027357,Bank Of Ireland,1,2,1,1,66.66
ACCT0027395,Maaden Saudi Arabian Mining Co,1,2,1,<Null>,50
ACCT0027417,"Direct Line Insurance Service Ltd (""DLIS"")",1,2,2,1,100
ACCT0027458,Campus Management Corp.,2,2,1,2,100
ACCT0027485,Stratus Technologies - IT Infrastructure & Services,2,2,2,1,100
ACCT0027488,SoloHealth Inc,2,2,2,1,100
ACCT0027495,GMAC UK Plc,2,2,3,1,50
ACCT0027507,Kinetic IT Pty Ltd,2,2,1,1,75
ACCT0027522,Prudential Group Insurance,2,2,1,1,100
ACCT0027537,School Employees Retirement System of Ohio,2,2,3,1,33.33
ACCT0027540,Hitachi Data Systems (HDS),2,2,1,1,71.42
ACCT0027549,Alternative Networks Plc,1,2,2,1,100
ACCT0027557,McKinsey & Company Inc. GmbH,1,2,1,1,83.33
ACCT0027558,SEGES,2,2,1,1,50
ACCT0027565,Vertex Inc,2,2,2,1,<Null>
ACCT0027574,NTT Com Security (Germany) GmbH,2,2,2,1,50
ACCT0027577,White Clarke Group Ltd,2,2,2,1,66.66
ACCT0027589,Braun Intertec Corporation,2,2,1,1,100
ACCT0027593,ING Bank Slaski SA,1,2,1,1,100
ACCT0027600,Keolis - MA DOT,2,2,1,1,50
ACCT0027621,Cumbria County Council,1,2,1,1,71.42
ACCT0027631,Teacher's College Columbia University,2,2,1,1,0
ACCT0027654,Mox Networks LLC,2,2,4,1,<Null>
ACCT0027692,ContainerChain Pty Ltd,2,2,2,1,100
ACCT0027739,Advanced Personnel Management,2,2,2,1,<Null>
ACCT0027741,Ajilon Australia Pty Ltd,1,2,2,1,100
ACCT0027779,Graymont Ltd,1,2,2,1,100
ACCT0027868,CNHI International SA,2,2,2,1,100
ACCT0027871,Infosys - Bombardier,2,2,1,2,100
ACCT0027882,Vaderstad AB,1,2,1,1,75
ACCT0027884,"Corporativo Bimbo ,S.A. de C.V.",2,2,2,1,66.66
ACCT0027887,Unister GmbH,2,2,2,1,<Null>
ACCT0027934,Grupo Nacional Provincial SAB,1,2,2,1,50
ACCT0028019,TMB Bank PCL,1,2,2,1,75
ACCT0028236,L&H Group,1,2,3,1,100
ACCT0028440,CIECH S A,2,2,1,1,0
ACCT0028443,"Forum Energy Technologies, Inc.",2,2,1,1,20
ACCT0028570,The Permanente Medical Group Inc,1,2,2,1,100
ACCT0028757,Air New Zealand Ltd,1,2,1,1,85.71
ACCT0028989,Macnica Inc,1,2,2,1,100
ACCT0029371,Workplace Safety And Insurance Board,1,2,2,1,100
ACCT0029383,Queensland Department Of Communities Child Safety And Disability Services,1,2,3,1,100
ACCT0029651,El Al Israel Airlines Ltd,1,2,1,1,100
ACCT0029682,Calik Holding AS,2,2,2,1,<Null>
ACCT0029715,ADAMA Agricultural Solutions Ltd,1,2,1,1,100
ACCT0029916,Adveo Group International SA,1,2,3,1,100
ACCT0030110,Inter IKEA Systems BV,2,2,3,1,40
ACCT0030322,Mears Group Plc,1,2,2,1,83.33
ACCT0030591,Galliford Try Plc,1,2,2,1,100
ACCT0030758,iQor US Inc,2,2,2,1,60
ACCT0030795,Metal Manufactures Ltd,1,2,2,1,100
ACCT0031055,Sisk Group,2,2,2,1,<Null>
ACCT0031127,Vifor (International) AG,2,2,1,1,100
ACCT0031146,Wavex Technology Limited,2,2,4,1,25
ACCT0031149,Novitex,2,2,1,1,66.66
ACCT0031181,Department Of Parliamentary Services,1,2,1,1,100
ACCT0031186,Outbrain Inc,2,2,3,1,80
ACCT0031191,Infosys Limited - UCAS,2,2,1,1,<Null>
ACCT0031192,TD Bank Group - TD ITS Pandora (UGO Wallet),2,2,1,<Null>,0
ACCT0031196,TOSHIBA IT-SERVICES CORPORATION,2,2,2,<Null>,0
ACCT0031215,Mediobanca Innovation Services SCPA,2,2,3,1,35.71
ACCT0031220,Infosys - AMP,2,2,1,1,<Null>
ACCT0031239,Eagle Brook Church,2,2,3,1,100
ACCT0031252,International Livestock Research Institute-ILRI/World Agroforestry Center-ICRAF,2,2,1,1,100
ACCT0031260,Paragon Offshore,2,1,1,1,<Null>
ACCT0031271,Fremont Bank,2,2,2,1,<Null>
ACCT0031277,Playtika Ltd,2,2,1,1,100
ACCT0031295,Emitac Mobile Solutions EMS,1,2,1,1,100
ACCT0031303,Servair,2,2,2,1,100
ACCT0031308,Is Yatirim,2,2,2,1,0
ACCT0031323,Wynn Resorts Macau SA,2,2,3,1,37.5
ACCT0031374,1-Net Singapore Pte Ltd,1,2,2,1,50
ACCT0031386,Skills Funding Agency,2,2,1,1,85.71
ACCT0031387,"Time Warner Enterprise Infrastructure Services, Inc.",2,2,1,1,50
ACCT0031398,Network Services Norden AB,1,2,1,1,100
ACCT0031404,Mercy Health & Aged Care Inc,2,2,2,1,100
ACCT0031422,Gentherm Inc,2,2,1,1,100
ACCT0031489,Daiichi Sankyo Co Ltd,1,2,2,1,100
ACCT0031544,Japan Tobacco Inc,1,2,1,1,75
ACCT0031579,Murata Manufacturing Co Ltd,1,2,1,1,75
ACCT0031590,Nissan Motor Co Ltd,2,2,1,1,100
ACCT0031601,Orange Cloud Business - Declic,1,2,1,<Null>,100
ACCT0031673,Valeant Pharmaceuticals,1,1,1,1,66.66
ACCT0031718,Kaplan Australia Pty Ltd,2,2,1,1,<Null>
ACCT0031729,Nitto Inc,2,2,3,1,100
ACCT0031751,AQR Capital Management LLC,2,2,2,1,100
ACCT0031771,State Teachers Retirement System of Ohio,1,2,1,1,50
ACCT0031775,Evry Sweden,2,2,2,1,66.66
ACCT0031784,Maurice Blackburn Lawyers,1,2,3,1,88.88
ACCT0031806,C Spire Wireless,2,2,1,1,0
ACCT0031810,Watermark Estate Management Services LLC,2,2,2,1,100
ACCT0031819,Synchrony Financial,2,2,1,1,33.33
ACCT0031823,ENI E&P,2,2,3,1,0
ACCT0031831,Coca Cola Iberian Partners SA,1,2,1,1,100
ACCT0031836,TriRivers Health Partners,2,2,3,1,<Null>
ACCT0031880,Cemex Central SA De CV,1,2,2,1,50
ACCT0032271,Suzano Papel E Celulose SA,1,2,4,1,100
ACCT0032548,Halyard Health (Avent),2,2,1,1,100
ACCT0032552,Apotek 1 Kjeden,2,2,2,1,<Null>
ACCT0032557,Ethos Group Inc,2,2,3,1,100
ACCT0032574,VMWare E2E,2,2,1,1,100
ACCT0032578,Costco Spain,2,2,1,<Null>,66.66
ACCT0032584,Prudential Holdings Ltd,1,2,2,1,50
ACCT0032585,MJ Flood Ltd,2,2,3,1,100
ACCT0032593,Dallas County Community College District,1,2,4,1,100
ACCT0032599,Olswang LLP,1,2,3,1,50
ACCT0032623,Coca-Cola Enterprises Inc,2,2,1,1,66.66
ACCT0032624,Coach IT,2,2,2,1,100
ACCT0032625,Stone Brewing Co,2,2,2,1,66.66
ACCT0032641,Mediro ICT (Samancor Chrome Ltd),1,2,1,1,50
ACCT0032649,Aeroports De Montreal,2,2,2,1,100
ACCT0032678,TAL Apparel Limited,2,2,2,1,0
ACCT0032686,LzLabs GmbH,2,2,1,1,100
ACCT0032739,Johns Hopkins University Medical,2,2,2,1,100
ACCT0032745,BDO Intl - Netherlands,1,2,4,1,25
ACCT0032759,Iberian Lube Base Oils Co SA,2,2,3,1,<Null>
ACCT0032777,UMB AG,2,2,2,1,60
ACCT0032782,Lucozade Ribena Suntory Ltd,2,2,1,1,100
ACCT0032784,WalMart.com USA LLC,2,2,2,1,60
ACCT0032796,Selmec Equipos Industriales SA De CV,1,2,3,1,100
ACCT0032804,Autodesk - Cloud Operations,2,2,4,1,100
ACCT0032814,Hulu LLC,1,2,2,1,100
ACCT0032828,Carlson Wagonlit Travel Inc.,2,2,1,2,40
ACCT0032837,MTI Technology Ltd,2,2,1,1,100
ACCT0032864,Great Oaks Institute of Technology & Career Development,2,2,3,1,<Null>
ACCT0032869,SANS Institute LLC,1,2,3,1,100
ACCT0032873,Nacional Monte De Piedad,1,2,3,1,100
ACCT0032889,Askesis Development Group Inc,2,2,4,1,<Null>
ACCT0032896,Atea Global Services Ltd,1,2,1,1,50
ACCT0032915,CISIRH (former Operateur National de Paye),2,2,2,1,50
ACCT0032939,New Belgium Brewery,2,2,1,1,100
ACCT0032941,Group O Inc,2,2,2,1,100
ACCT0033012,Secure-24 - Western Alliance Bancorporation,2,2,3,1,50
ACCT0033031,Winsopia Ltd,2,2,1,1,50
ACCT0033041,Amprion GmbH,1,2,3,1,50
ACCT0033051,Wentworth Institute Of Technology Inc,1,2,3,1,100
ACCT0033091,Euronext Technologies Limited,1,2,1,1,83.33
ACCT0033094,Sochi Autodrom,2,2,3,<Null>,0
ACCT0033134,Hospira Corporate,2,2,3,1,50
ACCT0033139,OLR Retail,2,2,3,1,66.66
ACCT0033149,Vivint Wireless Inc,2,2,1,1,100
ACCT0033171,Austin Radiological Association,1,2,3,1,50
ACCT0033180,SunGard - Gate Group,2,2,1,1,50
ACCT0033181,Great West Casualty Company,2,2,4,1,75
ACCT0033188,TK Holdings Inc,2,2,1,1,<Null>
ACCT0033234,Queensland Corrective Services,2,2,2,1,75
ACCT0033238,Code42 Software Inc,1,2,2,1,<Null>
ACCT0033260,Amazon Robotics,2,2,2,1,100
ACCT0033266,Collins eMedia - YJT,2,2,1,<Null>,100
ACCT0033303,Creval Sistemi e Servizi Soc.Cons.P.A.(Former Bankadati),2,2,3,1,33.33
ACCT0033325,Oportun,2,2,3,1,60
ACCT0033326,KPMG AG,2,2,3,1,83.33
ACCT0033360,Hogarth Worldwide Ltd,2,2,2,1,0
ACCT0033363,"ONE Gas, Inc.",2,2,3,1,33.33
ACCT0033371,Wintershall Norge AS,2,2,1,1,75
ACCT0033385,Pickles Auctions PTY Limited,2,2,2,1,50
ACCT0033394,RigNet Inc,2,2,1,2,87.5
ACCT0033395,United Network For Organ Sharing,2,2,1,1,40
ACCT0033422,GrandVision Retail Holding BV,2,2,3,1,66.66
ACCT0033425,Public Transport Development Authority,2,2,1,1,100
ACCT0033461,The Midcounties Co-Operative Ltd,1,2,2,1,50
ACCT0033469,Hudson Global Resources Australia Pty Ltd,1,2,1,1,50
ACCT0033470,International Baccalaureate Organization (Singapore Branch),2,2,2,1,33.33
ACCT0033492,Auditmacs,2,2,1,1,66.66
ACCT0033503,EMC Corporation (Customer),1,2,2,1,76.92
ACCT0033510,Jason Inc,2,2,1,1,0
ACCT0033511,Grain Craft Inc,1,2,2,1,100
ACCT0033543,"Luby's, Inc.",2,2,2,1,83.33
ACCT0033556,United Energy Distribution Pty Ltd and Multinet Gas Distribution Partnership,1,2,1,1,100
ACCT0033558,Munksjo Oyj,2,2,1,1,100
ACCT0033561,Codalis SA,2,2,2,1,<Null>
ACCT0033565,European Stability Mechanism,1,2,4,1,33.33
ACCT0033568,Daisy Brand,2,2,4,1,100
ACCT0033591,Five Star Quality Care,2,2,2,1,50
ACCT0033607,KPMG Ireland,2,2,3,1,0
ACCT0033611,Murphy USA,2,2,2,1,50
ACCT0033613,Coca-Cola Company ?Çô IMCR,2,2,1,1,66.66
ACCT0033626,Corning Security,2,2,1,1,0
ACCT0033628,Johns Hopkins Healthcare LLC,2,2,2,1,100
ACCT0035706,Ricoh Europe Plc,1,2,2,1,93.33
ACCT0035714,Mobilitie LLC,1,2,2,1,100
ACCT0035717,MGF Sourcing Far East Ltd,2,2,3,1,0
ACCT0035723,Toyota Motor Corp,2,2,1,1,82.6
ACCT0035736,CarePoint Health System,2,2,1,1,0
ACCT0035749,Hidrovias Do Brasil SA,1,2,3,1,100
ACCT0035762,UMass Medical School,1,2,1,1,100
ACCT0035770,ITConic SA,1,2,2,1,100
ACCT0035774,IBM Global Strategic Outsourcing Group,2,2,1,1,100
ACCT0035813,Logistics Management Institute,2,2,1,1,100
ACCT0035825,Johns Hopkins Bloomberg School of Public Health,2,2,2,1,100
ACCT0035835,Multi-Color Corporation,2,2,3,1,60
ACCT0035843,"Cognita Schools, Asia",2,2,2,1,100
ACCT0035850,Suffolk Bancorp,2,2,3,1,100
ACCT0035852,Qumu Corp,2,2,3,1,100
ACCT0035853,Resources for Human Development,2,2,2,1,50
ACCT0035871,BDR Thermea Group BV,1,2,2,1,50
ACCT0035880,iConectiv ?Çô NPAC,2,2,2,1,75
ACCT0035882,PDT Partners LLC,1,2,3,1,16.66
ACCT0035909,Prudential Financial GBTS,2,2,1,1,80
ACCT0035924,NextGear Capital Inc,2,2,2,1,66.66
ACCT0035926,Office of Attorney General - Texas,2,2,2,1,100
ACCT0035932,Translink Systems BV,2,2,3,1,40
ACCT0035937,OrganizeIT- MSP,2,2,3,1,100
ACCT0035967,Virteva - Arbonne,2,2,3,1,100
ACCT0037147,Caperio AB,2,2,2,1,100
ACCT0037153,Bechtel Corporation-Reston,2,2,1,1,87.5
ACCT0037173,Perion Network LTD,2,2,1,1,100
ACCT0037179,Council of Europe Development Bank,2,2,3,1,100
ACCT0037201,Titan Cement Co SA,1,2,1,1,90
ACCT0037202,International Union For Conservation Of Nature And Natural Resources IUCN,1,2,1,1,25
ACCT0037210,Avant Credit Corporation,2,2,2,1,100
ACCT0037229,ABBYY Production LLC,1,2,3,1,100
ACCT0037284,"VCE Company, LLC - Engineering",2,2,3,1,66.66
ACCT0037334,Trace Isys Ltd,2,2,3,1,100
ACCT0037343,Strack & Van Til Super Market Inc.,2,2,3,1,66.66
ACCT0037348,KPMG Canada,2,2,1,1,81.81
ACCT0037360,Fritz Industries Inc,2,2,1,1,<Null>
ACCT0037394,"Queensland Department of Infrastructure, Local Government and Planning",2,2,2,1,66.66
ACCT0037417,Royal Bank of Scotland - Technology Services,2,2,1,2,75
ACCT0037472,Rossiya Airlines,2,2,3,1,<Null>
ACCT0037475,RSUI Group Inc,2,2,2,1,100
ACCT0037482,Sunstar Suisse SA,1,2,1,1,100
ACCT0037483,Gavi Alliance,2,2,2,1,100
ACCT0037505,Centro De Investigacion Y Docencia Economicas AC,1,2,1,<Null>,50
ACCT0037575,"Otsuka America Pharmaceutical, Inc. - Digital Medicine",2,2,2,2,100
ACCT0037586,Uniserver Internet BV,2,2,2,1,66.66
ACCT0037632,LMCO-MSS,1,2,3,1,66.66
ACCT0037659,Hitachi Solutions UK,2,2,6,1,33.33
ACCT0037678,Agency For Housing Mortgage Lending Russia,2,2,3,<Null>,<Null>
ACCT0037696,Placer County,1,2,3,1,100
ACCT0037714,Coles IT,2,2,2,1,100
ACCT0037727,University Of Texas At Tyler,1,2,2,1,50
ACCT0037731,EMC EMSD Labs,2,2,2,1,50
ACCT0037750,New Zealand Trade & Enterprise Ltd,1,2,2,1,66.66
ACCT0037782,TNS Global,2,2,2,1,100
ACCT0037839,Blinds.com,2,2,1,1,0
ACCT0037932,"Rinchem Company, Inc.",2,2,2,1,100
ACCT0037964,Medivation Inc.,2,2,1,1,60
ACCT0037973,Hong Kong Baptist University,1,2,1,1,33.33
ACCT0038021,Siam City Cement PCL,2,2,2,1,66.66
ACCT0038043,Forca AS,2,2,1,1,0
ACCT0038084,"Welltok, Inc",1,2,2,1,100
ACCT0038096,TechnoServ (RusAgro),1,2,2,<Null>,100
ACCT0038098,Society Insurance,1,2,2,1,100
ACCT0038099,Exponential-E Ltd,2,2,4,1,40
ACCT0038161,CoverMore Insurance Services Pty Ltd,1,2,2,1,100
ACCT0038180,WorldPay UK Ltd,2,2,3,1,40
ACCT0038187,Barcode Warehouse Ltd,1,2,1,1,50
ACCT0038189,Avril,1,2,1,1,75
ACCT0038259,"Element Vehicle Management Services Group, LLC",2,2,3,1,100
ACCT0038262,Takeda Pharmaceuticals USA Inc,2,2,1,1,77.77
ACCT0038276,HCL - Entergy,2,2,3,1,100
ACCT0038278,Alere Health LLC,1,2,1,1,100
ACCT0038292,ElectraNet Pty Ltd,1,2,2,1,100
ACCT0038301,Zebra AS,2,2,1,1,<Null>
ACCT0038312,TPC Group Inc,1,2,2,1,100
ACCT0038336,Catholic Education Network,1,2,2,1,100
ACCT0038342,Ontario Pension Board,2,2,3,1,<Null>
ACCT0038348,Scorpio Commercial Management,2,2,3,1,100
ACCT0038390,Sungard - Nortek,2,2,1,1,100
ACCT0038400,Dell DCS - Microsoft,2,2,1,1,100
ACCT0038410,Loews Hotels and Resorts,2,2,3,1,100
ACCT0038435,Infosys - Ricoh UK,2,2,1,1,0
ACCT0038436,Robertshaw,2,2,1,1,<Null>
ACCT0038440,NHS Education for Scotland,2,2,3,1,25
ACCT0038450,Cubic Transportation Systems Inc,2,2,1,1,83.33
ACCT0038451,IBM - Alberta Minister of Health,2,2,1,1,50
ACCT0038470,Devoteam Luxembourg,2,2,3,<Null>,100
ACCT0038475,KPMG Intl LLP,1,2,1,1,66.66
ACCT0038524,Greater Bergen Community Action Inc,1,2,4,1,100
ACCT0038533,European Food Safety Authority,2,2,2,1,100
ACCT0038600,Jefferson Radiology PC,2,2,1,1,100
ACCT0038634,AGIV,2,2,1,1,50
ACCT0038663,CAAGIS,1,2,1,1,66.66
ACCT0038692,Mackenzie Health,2,2,4,1,100
ACCT0038709,McCarthy & Stone Developments Ltd,2,2,3,1,100
ACCT0038717,7-Eleven Mexico SA De CV,1,2,2,1,50
ACCT0038720,AdNovum Informatik AG,1,2,1,1,100
ACCT0038722,Svenska McDonald's,2,2,2,1,100
ACCT0038755,The London Clinic,2,2,1,1,33.33
ACCT0038757,AudioNova International BV,2,2,2,1,0
ACCT0038767,Credit Agricole CIB Global Banking,1,2,1,1,87.5
ACCT0038816,LightStream Managed Services LLC,1,2,2,1,100
ACCT0038823,GBT Travel Services UK Limited d/b/a American Express Global Business Travel,2,2,1,1,60
ACCT0038839,Tyler Junior College,1,2,2,1,100
ACCT0038847,Esp Global Services Ltd,2,2,3,1,100
ACCT0038859,Ikusi Micronet SA De CV,2,2,2,1,20
ACCT0038870,Procter and Gamble E-Commerce,2,2,1,1,100
ACCT0038903,Procter and Gamble - BPS,2,2,1,1,66.66
ACCT0038963,Bemido SA,2,2,2,1,100
ACCT0039440,County Of Riverside,1,2,2,1,100
ACCT0039459,T Rowe - ERM,2,2,2,1,85.71
ACCT0039480,Burckhardt Compression AG,2,2,1,1,0
ACCT0039482,Generali Infrastructure Services S.c.a.r.l. Zweigniederlassung Deutschland i.G,2,2,1,1,81.81
ACCT0039515,Credit Agricole Consumer Finance,2,2,1,1,100
ACCT0039537,Clarient Global LLC,2,2,1,1,100
ACCT0039561,GreatAmerica Financial Services Corp,1,2,1,1,100
ACCT0039581,Symmetry LLC,1,2,1,1,100
ACCT0039591,Nowcom Corp,1,2,1,1,100
ACCT0039597,Corgan Associates Inc,2,2,2,1,50
ACCT0039620,Fidelity Information Services (Thailand) Co Ltd,2,2,4,1,100
ACCT0039628,Valley View Hospital,2,2,1,1,<Null>
ACCT0039634,HCL - Outokumpu,2,2,3,1,100
ACCT0039651,University of Southern California-ITS,2,2,2,1,100
ACCT0039692,HCL - SC Johnson,2,2,3,1,100
ACCT0039725,Government Communications Bureau,2,2,3,<Null>,0
ACCT0039726,INSEARCH Ltd,2,2,2,1,50
ACCT0039727,University Hospitals Authority and Trust,2,2,3,1,<Null>
ACCT0039729,HCL - Adecco,2,2,3,1,100
ACCT0039731,Siemens Healthcare GmbH,1,2,1,1,42.85
ACCT0039734,OpusCapita Group Oy,2,2,1,2,50
ACCT0039749,Febraban,2,2,3,1,<Null>
ACCT0039754,Hubo Belgie NV,1,2,2,1,100
ACCT0039756,HCL - Anglo American,2,2,3,1,100
ACCT0039757,HCL - XYZ,2,2,3,<Null>,50
ACCT0039766,HCL - Freescale,1,2,3,1,50
ACCT0039769,HCL (Multi Tenant),1,2,3,1,87.5
ACCT0039771,HCL - Nokia,1,2,3,1,100
ACCT0039775,HCL - UPM,1,2,3,1,100
ACCT0039816,Phoenix Data Center Hosting Services PDCHS,2,2,1,1,33.33
ACCT0039833,ICON Aircraft Inc.,2,2,5,1,100
ACCT0039882,KPMG France,2,2,1,1,33.33
ACCT0039894,Alabama Department of Human Resources,2,2,1,1,<Null>
ACCT0039895,North Texas Tollway Authority,1,2,2,1,100
ACCT0039925,Qatar Foundation- R & D Operations,2,2,2,1,66.66
ACCT0039926,CCB Management Services GmbH,2,2,1,1,66.66
ACCT0039934,Citadel LLC (CTEC),2,2,2,1,<Null>
ACCT0039980,Endeavour Foundation,2,2,1,1,100
ACCT0040009,Acora Ltd,2,2,5,1,100
ACCT0040147,The Science Museum Group,1,2,1,1,100
ACCT0040154,PT Teltranet Aplikasi Solusi,2,2,1,1,100
ACCT0040165,MSC Cruises SA,2,2,1,1,100
